0	0.0721371	0.0537939
0.1	0.0525133	0.068549
0.2	0.0324383	0.0546506
0.3	0.0282668	0.0269279
0.4	0.0290593	0.0222447
0.5	0.023714	0.0315167
0.6	0.0138576	0.0268598
0.7	0.0204396	0.0184753
0.8	0.0367261	0.017332
0.9	0.0473988	0.0124002
1	0.0493199	0.0211794
1.1	0.0393453	0.0391328
1.2	0.0180378	0.0396579
1.3	0.0200359	0.0152918
1.4	0.0346309	0.0220009
1.5	0.030935	0.0469831
1.6	0.0268574	0.039467
1.7	0.0416605	0.00793534
1.8	0.0416661	0.0548165
1.9	0.0127134	0.0818898
2	0.034825	0.0637505
2.1	0.0655631	0.013081
2.2	0.0574341	0.0501226
2.3	0.0194934	0.0684526
2.4	0.0540613	0.0359595
2.5	0.0827519	0.0280081
2.6	0.0646645	0.0814079
2.7	0.0134508	0.090365
2.8	0.0482946	0.0476651
2.9	0.0680005	0.0307237
3	0.0350357	0.087524
3.1	0.0340781	0.0956463
3.2	0.0963722	0.0468722
3.3	0.11088	0.0315363
3.4	0.0699154	0.0853083
3.5	0.0444779	0.0810677
3.6	0.0835831	0.0264627
3.7	0.0750934	0.0561687
3.8	0.0278469	0.0873546
3.9	0.0822213	0.0537299
