0	0.0501178	0.0239646
0.1	0.0185414	0.0516999
0.2	0.0271355	0.0453053
0.3	0.0568971	0.0133465
0.4	0.0497158	0.0489215
0.5	0.00761295	0.0682977
0.6	0.0435274	0.0423432
0.7	0.0686952	0.0240305
0.8	0.050427	0.0692472
0.9	0.000119165	0.0733047
1	0.0483355	0.0300973
1.1	0.062578	0.0364796
1.2	0.0350951	0.0731689
1.3	0.0149913	0.0624113
1.4	0.0446232	0.0157105
1.5	0.0379278	0.0315555
1.6	0.0196483	0.0480316
1.7	0.053567	0.0280639
1.8	0.0677683	0.0217665
1.9	0.0451853	0.048593
2	0.00912912	0.0484847
2.1	0.0423547	0.0226931
2.2	0.0585702	0.016917
2.3	0.049369	0.0357071
2.4	0.0260842	0.0342372
2.5	0.0177964	0.0184103
2.6	0.0379756	0.00430569
2.7	0.0469811	0.0318834
2.8	0.034179	0.0592772
2.9	0.0128717	0.0693878
3	0.0300975	0.0514894
3.1	0.0401689	0.0124453
3.2	0.0344913	0.026229
3.3	0.0296574	0.0422782
3.4	0.0356082	0.0272442
3.5	0.0460181	0.00907618
3.6	0.0534241	0.0432941
3.7	0.0565495	0.053414
3.8	0.0654532	0.032164
3.9	0.0759285	0.0182272
